branch,from,to,x_pu,Pmax_MW,status,r_pu
2001,1,2,0.00448,1200,1,0
2002,1,3,0.00505,1200,1,0
2003,2,4,0.00575,1200,1,0
2004,3,4,0.00567,1200,1,0
