periods,Gsup_1,Gsup_2
1.0,9.036,6.0
2.0,7.154,6.0
3.0,6.541,6.0
4.0,7.07,6.0
5.0,6.991,6.0
6.0,8.105,6.0
7.0,8.815,6.0
8.0,8.156,6.0
9.0,10.0,6.0
10.0,10.0,6.0
11.0,10.0,6.0
12.0,10.0,6.0
13.0,10.0,6.0
14.0,10.0,6.0
15.0,10.0,6.0
16.0,10.0,6.0
17.0,10.0,6.0
18.0,10.0,6.0
19.0,10.0,6.0
20.0,10.0,6.0
21.0,10.0,6.0
22.0,10.0,6.0
23.0,10.0,6.0
24.0,5.392,6.0
