periods,pipe Comp1,pipe Comp2
1.0,0.029,0.0431
2.0,0.03,0.0355
3.0,0.0301,0.0325
4.0,0.0312,0.0351
5.0,0.0276,0.0348
6.0,0.0276,0.0377
7.0,0.0299,0.044
8.0,0.0299,0.0405
9.0,0.0299,0.0509
10.0,0.033,0.0546
11.0,0.0324,0.0499
12.0,0.0298,0.0498
13.0,0.0292,0.0493
14.0,0.0284,0.0485
15.0,0.029,0.0488
16.0,0.0295,0.0495
17.0,0.0298,0.0494
18.0,0.0297,0.0496
19.0,0.0316,0.0519
20.0,0.031,0.0508
21.0,0.0302,0.0498
22.0,0.03,0.0498
23.0,0.0298,0.0498
24.0,0.0277,0.0254
