periods,Gsup_1,Gsup_2
1.0,5.121,8.0
2.0,5.085,8.0
3.0,4.961,8.0
4.0,5.18,8.0
5.0,4.448,8.0
6.0,4.26,8.0
7.0,4.036,8.0
8.0,9.0,8.0
9.0,9.0,8.0
10.0,9.0,8.0
11.0,9.0,8.0
12.0,9.0,8.0
13.0,8.851,8.0
14.0,8.696,8.0
15.0,8.599,8.0
16.0,8.685,8.0
17.0,8.605,8.0
18.0,7.805,8.0
19.0,7.175,8.0
20.0,7.143,8.0
21.0,6.839,8.0
22.0,6.475,8.0
23.0,6.253,8.0
24.0,4.809,8.0
