periods,pipe Comp1,pipe Comp2
1.0,7.9026,5.9457
2.0,7.9498,4.5783
3.0,7.9209,4.0408
4.0,7.9614,4.0533
5.0,7.9334,4.132
6.0,7.9273,4.8008
7.0,7.8989,7.0516
8.0,7.7587,9.1084
9.0,8.0131,9.8828
10.0,8.2445,10.2089
11.0,8.1641,10.0819
12.0,7.9512,9.8113
13.0,7.853,9.5494
14.0,7.941,9.3306
15.0,8.3115,8.8274
16.0,8.0571,7.3746
17.0,7.9678,6.5718
18.0,7.9607,7.2361
19.0,7.9602,8.9985
20.0,7.9602,8.5302
21.0,7.9602,8.2535
22.0,7.9602,6.1181
23.0,7.9602,4.6534
24.0,7.5267,3.3673
