periods,Gsup_1,Gsup_2
1.0,9.829,6.0
2.0,7.395,6.0
3.0,6.839,6.0
4.0,5.291,6.0
5.0,7.289,6.0
6.0,8.256,6.0
7.0,8.572,6.0
8.0,7.92,5.961
9.0,10.0,6.0
10.0,10.0,6.0
11.0,10.0,6.0
12.0,10.0,6.0
13.0,10.0,6.0
14.0,10.0,6.0
15.0,10.0,6.0
16.0,10.0,6.0
17.0,10.0,6.0
18.0,10.0,6.0
19.0,10.0,6.0
20.0,10.0,6.0
21.0,10.0,6.0
22.0,10.0,6.0
23.0,10.0,6.0
24.0,5.781,6.0
