periods,Gsup_1,Gsup_2
1.0,3.533,7.619
2.0,3.867,8.0
3.0,2.733,5.405
4.0,3.492,7.338
5.0,3.757,8.0
6.0,3.79,8.0
7.0,4.283,8.0
8.0,7.311,8.0
9.0,8.938,8.0
10.0,8.944,8.0
11.0,8.931,8.0
12.0,8.738,8.0
13.0,7.645,8.0
14.0,6.17,8.0
15.0,6.497,8.0
16.0,6.587,8.0
17.0,6.657,8.0
18.0,6.053,8.0
19.0,5.841,8.0
20.0,5.296,8.0
21.0,4.991,8.0
22.0,4.798,8.0
23.0,4.657,8.0
24.0,3.673,7.298
