periods,1,2,3,4,5,6,7,8,9,10
1.0,47.8971,47.1735,47.8831,50.5555,33.6287,52.3638,38.8541,48.2338,76.6827,33.0
2.0,48.5746,48.5016,48.5544,51.558,34.4709,53.0227,40.3068,48.6678,80.5134,33.0
3.0,50.6215,50.5716,50.6096,53.4298,37.4781,55.5564,41.6239,50.1347,85.2714,33.0
4.0,51.4647,51.3987,51.4538,54.2874,38.7001,56.7293,42.2712,50.916,86.1747,33.0
5.0,52.6147,52.5231,52.6031,55.3404,40.8116,58.6163,43.1043,51.9688,88.1153,33.0
6.0,53.2642,53.1463,53.2404,55.9719,41.9303,59.6926,43.4117,52.5859,88.8006,33.0
7.0,52.541,52.1783,52.3277,55.1992,39.4375,57.5644,42.1859,52.5184,83.7243,33.0
8.0,54.2968,53.1104,53.5592,56.1093,40.3564,58.254,42.4421,56.8428,80.5357,33.0
9.0,56.7855,53.6735,54.8407,57.0234,40.8505,58.7227,41.7435,63.9909,72.6939,33.0
10.0,56.5065,52.6949,54.3973,56.5216,36.6096,55.1193,36.3872,61.0564,68.6826,33.0
11.0,55.2288,51.732,53.4008,55.5279,35.6204,54.1069,35.3256,59.573,69.0946,33.0
12.0,53.9004,50.8966,52.4846,54.6507,36.2714,54.5971,36.6662,58.7155,71.2064,33.0
13.0,52.6731,50.723,51.8018,54.2073,36.7653,55.0373,38.2866,56.3148,74.8856,33.0
14.0,53.4136,52.2976,52.7796,55.4484,33.0859,52.0584,39.5875,55.2212,79.2968,33.0
15.0,57.6702,56.6175,57.1349,59.6803,20.4679,43.1035,41.0614,56.2604,88.7782,33.0
16.0,58.0291,57.1716,57.5313,59.9861,20.025,42.1682,41.2061,55.5027,90.6951,33.0
17.0,58.066,57.197,57.5474,59.9993,20.0015,42.1112,41.5671,56.2886,90.5468,33.0
18.0,58.2788,56.9062,57.8053,60.0,20.0001,42.1079,41.8166,57.977,91.721,33.0
19.0,59.0984,56.1092,58.3797,60.0,20.0,42.1077,39.2723,59.7751,90.8742,33.0
20.0,58.8952,56.1498,58.3563,60.0,20.0,42.1077,39.8274,59.0557,92.2396,33.0
21.0,58.7767,56.2001,58.3241,60.0,20.0,42.1077,39.4191,57.9108,92.4484,33.0
22.0,57.9218,57.0156,57.715,60.0,20.0,42.1077,39.6852,53.2405,94.0875,33.0
23.0,46.0936,46.0782,46.0842,49.6063,20.0,42.1077,39.8519,48.5244,73.1421,33.0
24.0,45.6498,45.3073,45.6498,48.4363,34.4358,52.3974,38.7592,48.074,71.0378,33.0
